Indicator,Country,Year,Value
"Rate of out-of-school children of primary school age, female (%)",Tunisia,2009,1.75619
"Rate of out-of-school children of primary school age, female (%)",Benin,2006,21.57448
"Rate of out-of-school children of primary school age, female (%)",Benin,2008,16.41868
"Rate of out-of-school children of primary school age, female (%)",Benin,2011,10.38344
"Rate of out-of-school children of primary school age, female (%)",Sao Tome and Principe,2002,5.73987
"Rate of out-of-school children of primary school age, female (%)",Sao Tome and Principe,2003,3.51118
"Rate of out-of-school children of primary school age, female (%)",Sao Tome and Principe,2005,2.26797
"Rate of out-of-school children of primary school age, female (%)",Sao Tome and Principe,2007,9.77029
"Rate of out-of-school children of primary school age, female (%)",Sao Tome and Principe,2008,9.14693
"Rate of out-of-school children of primary school age, female (%)",Sao Tome and Principe,2009,6.73422
"Rate of out-of-school children of primary school age, female (%)",Sao Tome and Principe,2010,7.42595
"Rate of out-of-school children of primary school age, female (%)",Sao Tome and Principe,2013,8.95009
"Rate of out-of-school children of primary school age, female (%)",Sao Tome and Principe,2014,8.84337
"Rate of out-of-school children of primary school age, female (%)",Sao Tome and Principe,2015,9.71309
"Rate of out-of-school children of primary school age, female (%)",Angola,2008,30.61221
"Rate of out-of-school children of primary school age, female (%)",Angola,2009,31.6887
"Rate of out-of-school children of primary school age, female (%)",Angola,2010,32.28797
"Rate of out-of-school children of primary school age, female (%)",Angola,2011,33.6125
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2000,76.62975
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2001,74.21855
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2002,72.62426
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2004,68.64144
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2005,66.83933
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2006,63.96183
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2007,59.98932
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2008,55.93099
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2009,56.45517
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2011,48.87255
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2013,49.07177
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2014,42.60698
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2015,47.70464
"Rate of out-of-school children of primary school age, female (%)",Djibouti,2016,50.58745
"Rate of out-of-school children of primary school age, female (%)",Sudan,2011,44.42754
"Rate of out-of-school children of primary school age, female (%)",Sudan,2012,42.24688
"Rate of out-of-school children of primary school age, female (%)",Sudan,2013,41.96832
"Rate of out-of-school children of primary school age, female (%)",Sudan,2014,40.84563
"Rate of out-of-school children of primary school age, female (%)",Sudan,2015,40.41989
"Rate of out-of-school children of primary school age, female (%)",Sudan,2016,37.44118
"Rate of out-of-school children of primary school age, female (%)",Nigeria,2000,39.75424
"Rate of out-of-school children of primary school age, female (%)",Nigeria,2004,37.03751
"Rate of out-of-school children of primary school age, female (%)",Nigeria,2005,36.37542
"Rate of out-of-school children of primary school age, female (%)",Nigeria,2006,35.29364
"Rate of out-of-school children of primary school age, female (%)",Nigeria,2007,36.01691
"Rate of out-of-school children of primary school age, female (%)",Nigeria,2008,41.78242
"Rate of out-of-school children of primary school age, female (%)",Nigeria,2009,40.47014
"Rate of out-of-school children of primary school age, female (%)",Nigeria,2010,40.02942
"Rate of out-of-school children of primary school age, female (%)",Congo,2005,44.10118
"Rate of out-of-school children of primary school age, female (%)",Congo,2006,48.21343
"Rate of out-of-school children of primary school age, female (%)",Congo,2010,17.18283
"Rate of out-of-school children of primary school age, female (%)",Congo,2012,9.1456
"Rate of out-of-school children of primary school age, female (%)",Cote d'Ivoire,2000,52.45187
"Rate of out-of-school children of primary school age, female (%)",Cote d'Ivoire,2001,48.32974
"Rate of out-of-school children of primary school age, female (%)",Cote d'Ivoire,2002,48.9493
"Rate of out-of-school children of primary school age, female (%)",Cote d'Ivoire,2003,50.11752
"Rate of out-of-school children of primary school age, female (%)",Cote d'Ivoire,2009,48.95721
"Rate of out-of-school children of primary school age, female (%)",Cote d'Ivoire,2013,33.40311
"Rate of out-of-school children of primary school age, female (%)",Cote d'Ivoire,2014,30.60085
"Rate of out-of-school children of primary school age, female (%)",Cote d'Ivoire,2015,27.03661
"Rate of out-of-school children of primary school age, female (%)",Cote d'Ivoire,2016,17.03927
"Rate of out-of-school children of primary school age, female (%)",Algeria,2000,11.11084
"Rate of out-of-school children of primary school age, female (%)",Algeria,2001,8.91835
"Rate of out-of-school children of primary school age, female (%)",Algeria,2002,7.40542
"Rate of out-of-school children of primary school age, female (%)",Algeria,2003,6.73257
"Rate of out-of-school children of primary school age, female (%)",Algeria,2004,5.92711
"Rate of out-of-school children of primary school age, female (%)",Algeria,2005,5.62922
"Rate of out-of-school children of primary school age, female (%)",Algeria,2006,5.4689
"Rate of out-of-school children of primary school age, female (%)",Algeria,2007,5.09398
"Rate of out-of-school children of primary school age, female (%)",Algeria,2008,3.59747
"Rate of out-of-school children of primary school age, female (%)",Algeria,2016,1.56548
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2000,41.60777
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2001,38.61409
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2002,38.34849
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2003,35.01143
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2004,27.66995
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2005,28.59784
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2006,26.2532
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2007,25.06003
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2008,28.0829
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2009,29.05164
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2010,28.53954
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2011,27.55701
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2012,28.10601
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2013,26.0228
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2014,23.81574
"Rate of out-of-school children of primary school age, female (%)",Mauritania,2016,26.83792
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2000,65.89765
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2001,61.24397
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2002,58.71361
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2003,57.53453
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2004,53.69172
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2005,42.18394
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2006,36.79365
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2007,31.48469
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2008,25.82365
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2009,25.60174
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2010,27.632
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2011,23.96352
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2012,22.67077
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2014,16.57886
"Rate of out-of-school children of primary school age, female (%)",Ethiopia,2015,17.16269
"Rate of out-of-school children of primary school age, female (%)",South Sudan,2011,66.04844
"Rate of out-of-school children of primary school age, female (%)",South Sudan,2015,72.23413
"Rate of out-of-school children of primary school age, female (%)",Nauru,2012,21.77068
"Rate of out-of-school children of primary school age, female (%)",Nauru,2014,14.93943
"Rate of out-of-school children of primary school age, female (%)",Nauru,2016,14.23267
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2000,63.70458
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2001,61.60573
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2002,56.76954
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2003,52.01011
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2004,49.328
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2005,47.48754
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2006,47.61466
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2007,52.02123
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2008,55.55892
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2009,58.74551
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2010,61.07868
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2011,58.95971
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2012,56.86486
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2013,58.28954
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2014,58.11734
"Rate of out-of-school children of primary school age, female (%)",Eritrea,2015,59.45906
"Rate of out-of-school children of primary school age, both sexes (%)",Chad,2000,48.53056
"Rate of out-of-school children of primary school age, both sexes (%)",Chad,2001,47.32088
"Rate of out-of-school children of primary school age, both sexes (%)",Chad,2002,43.82322
"Rate of out-of-school children of primary school age, both sexes (%)",Chad,2003,42.28255
"Rate of out-of-school children of primary school age, both sexes (%)",Chad,2011,37.14136
"Rate of out-of-school children of primary school age, both sexes (%)",Benin,2003,15.46934
"Rate of out-of-school children of primary school age, both sexes (%)",Benin,2004,12.35111
"Rate of out-of-school children of primary school age, both sexes (%)",Benin,2005,16.34494
"Rate of out-of-school children of primary school age, both sexes (%)",Benin,2006,13.18551
"Rate of out-of-school children of primary school age, both sexes (%)",Benin,2008,9.8643
"Rate of out-of-school children of primary school age, both sexes (%)",Benin,2009,5.7679
"Rate of out-of-school children of primary school age, both sexes (%)",Benin,2010,5.07722
"Rate of out-of-school children of primary school age, both sexes (%)",Benin,2011,5.1909
"Rate of out-of-school children of primary school age, both sexes (%)",Benin,2012,4.49385
"Rate of out-of-school children of primary school age, both sexes (%)",Benin,2014,3.63963
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2002,48.49531
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2003,48.52192
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2004,48.51299
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2005,43.47392
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2006,42.15205
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2007,40.00154
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2009,32.89058
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2010,31.82079
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2011,30.82579
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2012,33.03547
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2013,37.47223
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2014,36.60646
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2015,39.43206
"Rate of out-of-school children of primary school age, both sexes (%)",Mali,2016,37.93404
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2000,73.13324
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2001,69.50971
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2002,65.90419
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2003,62.18361
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2004,58.68577
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2005,58.68855
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2006,57.37285
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2007,56.13241
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2008,52.71325
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2009,48.93884
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2010,44.88329
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2011,40.141
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2012,38.71233
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2013,38.98954
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2014,38.94789
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2015,37.3143
"Rate of out-of-school children of primary school age, both sexes (%)",Niger,2016,36.20524
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2002,3.53649
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2003,2.20635
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2004,1.01309
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2005,1.20402
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2007,10.43574
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2008,9.51013
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2009,8.46853
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2010,8.43137
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2013,9.15707
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2014,8.59322
"Rate of out-of-school children of primary school age, both sexes (%)",Sao Tome and Principe,2015,8.64314
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2000,0.39858
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2001,1.65888
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2002,2.06098
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2003,2.7211
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2004,4.67657
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2005,5.3819
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2006,6.40314
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2007,7.98626
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2008,10.0752
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2009,11.47141
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2010,12.49189
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2011,13.44143
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2012,12.90665
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2013,13.23879
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2014,13.04523
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2015,12.96349
"Rate of out-of-school children of primary school age, both sexes (%)",Cape Verde,2016,13.58977
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2000,34.25058
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2001,39.67987
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2002,37.18906
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2003,38.55052
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2005,34.73109
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2006,35.78812
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2007,30.18542
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2008,25.05862
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2009,26.26654
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2011,18.02519
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2012,19.06628
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2013,14.15155
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2014,11.60904
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2015,9.88643
"Rate of out-of-school children of primary school age, both sexes (%)",Ghana,2016,13.29897
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2000,34.52327
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2001,33.34858
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2002,38.68673
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2003,27.34416
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2004,29.11092
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2005,28.30497
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2006,29.10615
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2007,18.99104
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2008,22.74631
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2009,21.12856
"Rate of out-of-school children of primary school age, both sexes (%)",Kenya,2012,16.88095
"Rate of out-of-school children of primary school age, both sexes (%)",Nigeria,2000,33.85492
"Rate of out-of-school children of primary school age, both sexes (%)",Nigeria,2004,32.10698
"Rate of out-of-school children of primary school age, both sexes (%)",Nigeria,2005,31.66445
"Rate of out-of-school children of primary school age, both sexes (%)",Nigeria,2006,31.2041
"Rate of out-of-school children of primary school age, both sexes (%)",Nigeria,2007,28.3627
"Rate of out-of-school children of primary school age, both sexes (%)",Nigeria,2008,35.13461
"Rate of out-of-school children of primary school age, both sexes (%)",Nigeria,2009,34.04479
"Rate of out-of-school children of primary school age, both sexes (%)",Nigeria,2010,34.05121
"Rate of out-of-school children of primary school age, both sexes (%)",Congo,2005,48.66675
"Rate of out-of-school children of primary school age, both sexes (%)",Congo,2006,45.37001
"Rate of out-of-school children of primary school age, both sexes (%)",Congo,2010,15.53102
"Rate of out-of-school children of primary school age, both sexes (%)",Congo,2012,12.77954
"Rate of out-of-school children of primary school age, both sexes (%)",Nauru,2012,23.06003
"Rate of out-of-school children of primary school age, both sexes (%)",Nauru,2014,12.73458
"Rate of out-of-school children of primary school age, both sexes (%)",Nauru,2016,15.57134
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2000,72.96667
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2001,70.28645
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2002,68.64728
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2004,64.66968
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2005,63.1219
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2006,60.11035
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2007,56.7195
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2008,53.4406
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2009,54.20691
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2011,45.98805
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2013,45.86842
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2014,38.05643
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2015,44.40726
"Rate of out-of-school children of primary school age, both sexes (%)",Djibouti,2016,47.57809
"Rate of out-of-school children of primary school age, both sexes (%)",South Sudan,2011,59.10331
"Rate of out-of-school children of primary school age, both sexes (%)",South Sudan,2015,67.84046
"Rate of out-of-school children of primary school age, both sexes (%)",Cote d'Ivoire,2000,44.06747
"Rate of out-of-school children of primary school age, both sexes (%)",Cote d'Ivoire,2001,39.97153
"Rate of out-of-school children of primary school age, both sexes (%)",Cote d'Ivoire,2002,39.79931
"Rate of out-of-school children of primary school age, both sexes (%)",Cote d'Ivoire,2003,44.22077
"Rate of out-of-school children of primary school age, both sexes (%)",Cote d'Ivoire,2009,43.91887
"Rate of out-of-school children of primary school age, both sexes (%)",Cote d'Ivoire,2013,30.63746
"Rate of out-of-school children of primary school age, both sexes (%)",Cote d'Ivoire,2014,26.03493
"Rate of out-of-school children of primary school age, both sexes (%)",Cote d'Ivoire,2015,22.29634
"Rate of out-of-school children of primary school age, both sexes (%)",Cote d'Ivoire,2016,12.34942
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2000,4.56179
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2001,2.71416
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2002,0.52227
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2003,0.30206
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2004,0.15912
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2005,1.12776
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2006,1.36994
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2007,2.34719
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2008,2.0012
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2009,1.39882
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2010,0.36544
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2011,0.36593
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2012,0.10635
"Rate of out-of-school children of primary school age, both sexes (%)",Tunisia,2013,0.38466
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2000,9.47381
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2001,7.35804
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2002,6.09789
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2003,5.57389
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2004,4.82121
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2005,4.5228
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2006,4.32274
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2007,4.12114
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2008,2.77895
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2009,1.03387
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2010,1.11252
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2011,0.94915
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2012,0.88917
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2015,0.7329
"Rate of out-of-school children of primary school age, both sexes (%)",Algeria,2016,0.76879
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2000,40.56959
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2001,37.23144
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2002,37.87967
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2003,34.88065
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2004,28.06282
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2005,29.43202
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2006,26.945
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2007,26.09427
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2008,29.5178
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2009,30.20195
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2010,29.81493
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2011,29.28997
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2012,30.40497
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2013,27.67525
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2014,25.55024
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritania,2016,28.77062
"Rate of out-of-school children of primary school age, both sexes (%)",Swaziland,2009,25.68707
"Rate of out-of-school children of primary school age, both sexes (%)",Swaziland,2010,20.46726
"Rate of out-of-school children of primary school age, both sexes (%)",Swaziland,2011,19.49718
"Rate of out-of-school children of primary school age, both sexes (%)",Swaziland,2012,20.55448
"Rate of out-of-school children of primary school age, both sexes (%)",Swaziland,2013,23.79079
"Rate of out-of-school children of primary school age, both sexes (%)",Swaziland,2014,22.86636
"Rate of out-of-school children of primary school age, both sexes (%)",Swaziland,2015,23.7185
"Rate of out-of-school children of primary school age, both sexes (%)",Swaziland,2016,24.14534
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2000,44.4031
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2001,40.16557
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2002,44.59084
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2004,31.92839
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2005,26.92799
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2006,23.1235
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2007,18.02969
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2008,14.66621
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2009,13.44078
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2010,11.95517
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2011,13.98956
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2012,13.66645
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2013,12.53573
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2014,11.86803
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2015,10.4337
"Rate of out-of-school children of primary school age, both sexes (%)",Mozambique,2016,11.39259
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2000,55.05778
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2001,51.60772
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2002,44.28567
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2003,40.80534
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2004,37.75326
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2005,35.70961
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2006,33.43412
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2007,31.36613
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2008,32.24536
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2009,30.77394
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2010,28.33245
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2011,24.16487
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2012,24.56407
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2013,23.43005
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2014,19.70051
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea,2016,21.14357
"Rate of out-of-school children of primary school age, both sexes (%)",Rwanda,2002,17.04865
"Rate of out-of-school children of primary school age, both sexes (%)",Rwanda,2003,10.97677
"Rate of out-of-school children of primary school age, both sexes (%)",Rwanda,2016,4.13803
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2000,33.35978
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2001,33.7446
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2002,30.94965
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2004,18.75965
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2005,10.80054
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2006,12.73504
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2007,10.40423
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2008,9.93758
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2009,12.88295
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2010,15.42482
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2011,11.59142
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2012,9.87469
"Rate of out-of-school children of primary school age, both sexes (%)",Zambia,2013,12.09259
"Rate of out-of-school children of primary school age, both sexes (%)",South Africa,2000,7.82286
"Rate of out-of-school children of primary school age, both sexes (%)",South Africa,2001,7.75481
"Rate of out-of-school children of primary school age, both sexes (%)",South Africa,2002,7.69313
"Rate of out-of-school children of primary school age, both sexes (%)",South Africa,2003,7.47866
"Rate of out-of-school children of primary school age, both sexes (%)",South Africa,2004,7.67224
