"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Malaysia","MYS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.53","94.99","95.28","95.58","95.87","96.03","96.32","96.34","96.46","96.43","96.47","96.56","96.62","96.49","96.38","96.3","96.3","",
"North America","NAC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Namibia","NAM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.51","33.22","33.76","34.64","35.13","35.87","36.52","37.31","37.72","38.34","38.88","39.59","40.11","40.53","41.25","41.32","42.2","",
"New Caledonia","NCL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01","1.07","1.13","1.14","1.25","1.25999999999999","1.32","1.37","1.43","1.45","1.55","1.61","1.67","1.7","1.77","1.88","1.91","",
"Nigeria","NGA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.839999999999996","0.919999999999999","1.02","1.1","1.25999999999999","1.39","1.57","1.72","1.96","2.19","2.44","2.74","3.09","3.48000000000001","3.92","4.39000000000001","4.91","",
"Nicaragua","NIC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.08","35.22","36.45","37.66","38.78","39.84","40.91","42.16","43.22","44.41","45.61","46.71","47.81","48.98","50.06","51.41","52.3","",
"Netherlands","NLD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Norway","NOR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Nepal","NPL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.92","15.45","16.18","16.96","17.67","18.13","19.02","19.78","20.42","21.25","22.31","23.1","23.81","24.59","25.5","26.56","27.62","",
"Nauru","NRU","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.9","76.29","78.59","80.41","82.11","83.7","85.27","86.21","87.4","88.13","88.95","89.42","89.98","90.54","90.88","91.16","91.33","",
"New Zealand","NZL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"OECD members","OED","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.565204294545","97.6181493678342","97.6688778388335","97.7200558188971","97.7744654474475","97.8110750404084","97.8415587209259","97.874636949203","97.9138540557371","97.9347721026629","97.9689925555127","97.9812220668538","98.0061069931324","98.0376539010318","98.0607298200061","98.0783522686173","98.0930299809028","",
"Oman","OMN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.56","86.01","87.32","88.48","89.57","90.5","91.34","92.06","92.69","93.22","93.71","94.06","94.38","94.74","94.9","95.06","95.22","",
"Other small states","OSS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3046002797983","45.0661679114464","45.8867904865398","46.6568191401243","47.5260940788088","48.434631339818","49.3862159451878","50.3984812658979","51.3373084379202","52.252267975394","53.0460761247179","53.6572442736284","54.2390191050758","54.7703339084155","55.2362777337431","55.618180819671","56.0500878314036","",
"Pakistan","PAK","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.62","24.14","25.39","26.63","28.12","29.23","30.5","31.81","33.05","34.17","35.59","36.85","38.13","39.47","40.74","42.13","43.32","",
"Panama","PAN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.71","79.46","80.38","81.16","81.88","82.62","83.26","83.98","84.56","85.23","85.84","86.37","86.9","87.37","87.98","88.47","89.01","",
"Peru","PER","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.28","40","44.1","48.13","51.72","54.92","57.57","60.08","62.34","64.53","66.13","67.86","69.53","70.95","72.41","73.87","75.06","",
"Philippines","PHL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.28","37.09","37.87","38.53","39.15","39.29","40.23","40.52","40.75","41.05","41.56","42.06","42.43","42.69","42.83","43.21","43.22","",
"Palau","PLW","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.37","67.31","70.1","72.59","74.7","76.68","78.29","79.72","81.07","82.05","83.15","83.91","84.66","85.3","85.85","86.39","86.9","",
"Papua New Guinea","PNG","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.83","7.23","7.46","7.86","8.24","8.52","8.94","9.24","9.84","10.09","10.59","10.92","11.43","11.95","12.41","12.85","13.43","",
"Poland","POL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Pre-demographic dividend","PRE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.35880577385976","8.70293277725558","9.05319153389307","9.38267856302973","9.72244392026794","10.0672485284886","10.4062956400204","10.7188152660812","11.0670704089351","11.4026725019577","11.7977216019028","12.1992305578507","12.5979271389265","13.0345827812957","13.4799323957947","13.9195251182982","14.3830652670461","",
"Puerto Rico","PRI","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.06","3.4","3.75","3.94","4.39000000000001","4.81","5.28999999999999","5.71","6.17","6.8","7.29","7.81","8.38","8.89","9.71","10.08","10.8","",
"Portugal","PRT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Paraguay","PRY","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.49","45.8","47.32","48.53","50.08","51.58","52.84","54.29","55.71","57.16","58.4","59.77","61.18","62.46","63.73","65","66.22","",
"West Bank and Gaza","PSE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6174346915003","22.0320335678084","22.5816949205761","23.0018109058155","23.4405747318847","23.8482550966992","24.3322639876635","24.8062236347346","25.172486235344","25.5749236533435","25.9583231756889","26.2858895968945","26.5357492764049","26.7828895825951","27.0852699769646","27.2575350525974","27.4745603181414","",
"Post-demographic dividend","PST","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0281359441155","98.1681639763442","98.2886420744776","98.4029677717487","98.5026563546405","98.5906573806401","98.6751603027676","98.7411945259002","98.8102263952572","98.8601366699085","98.9220093243269","98.9568218677483","99.0084375551181","99.043548912668","99.0752799350501","99.0996108794902","99.1270287181844","",
"French Polynesia","PYF","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.1","93.26","94.26","95.02","95.62","96.17","96.59","96.94","97.23","97.46","97.71","97.96","98.07","98.25","98.32","98.44","98.49","",
"Romania","ROU","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.5","66.78","68.69","70.71","72.63","74.2","75.88","77.33","78.59","79.71","80.96","82.04","83.01","83.73","84.6","85.33","85.88","",
"Russian Federation","RUS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.69","93.36","94.07","94.57","95.03","95.5","95.96","96.28","96.64","96.93","97.22","97.42","97.62","97.81","98.03","98.15","98.25","",
"Rwanda","RWA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.290000000000001","0.309999999999999","0.319999999999998","0.339999999999996","0.349999999999995","0.370000000000004","0.409999999999999","0.429999999999997","0.439999999999996","0.439999999999996","0.470000000000004","0.480000000000003","0.509999999999999","0.519999999999998","0.539999999999996","0.560000000000005","0.570000000000004","",
"South Asia","SAS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3826392720237","21.900765159255","22.9741058928955","23.8816293595295","25.2330573132515","26.1355968286842","27.433381438794","28.5826165815423","29.6653245041743","30.4645934839456","31.9367380439227","32.9651378309596","34.1398386657338","35.2940323498334","36.3186577161763","37.4166204932695","38.5905519604674","",
"Saudi Arabia","SAU","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.87","95.06","95.22","95.43","95.55","95.54","95.72","95.85","95.88","95.91","96.02","96.06","96.05","96.02","95.99","95.99","95.96","",
"Sudan","SDN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.21","15.25","16.57","17.77","19.14","20.58","22.19","23.73","25.38","26.97","28.94","30.82","32.75","34.71","36.93","38.95","41.29","",
"Senegal","SEN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.76","31.54","31.82","31.74","31.8","31.96","32.19","31.85","31.81","31.81","31.94","32.01","31.65","31.64","31.68","31.82","31.65","",
"Singapore","SGP","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Solomon Islands","SLB","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.27","6.45","6.71","6.78","7.03","7.17","7.19","7.38","7.46","7.66","7.79","7.95","8.00999999999999","8.13","8.23","8.36","8.45","",
"Sierra Leone","SLE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.149999999999995","0.170000000000003","0.190000000000001","0.219999999999998","0.239999999999996","0.270000000000004","0.319999999999998","0.360000000000005","0.409999999999999","0.449999999999995","0.529999999999997","0.609999999999999","0.719999999999998","0.729999999999997","0.800000000000001","0.929999999999998","0.990000000000002","",
"El Salvador","SLV","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.51","59.04","61.49","63.83","66.11","68.09","70.27","72.29","74.16","75.76","77.68","79.15","80.64","82.34","83.52","84.71","86","",
"San Marino","SMR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Somalia","SOM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.639999999999996","0.690000000000002","0.749999999999995","0.819999999999999","0.880000000000003","0.949999999999995","1.02","1.11","1.2","1.29","1.41","1.55999999999999","1.68","1.82","1.97000000000001","2.12","2.34","",
"Serbia","SRB","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.96","53.33","55.18","56.68","58.53","60.27","62.24","63.84","65.27","66.73","68.56","69.82","71.15","72.76","73.56","75.02","76.41","",
"Sub-Saharan Africa (excluding high income)","SSA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3260333084338","9.59975995518757","9.88565029849167","10.1575092495351","10.4577613865337","10.7568057692023","11.045713855172","11.3216103153419","11.6349686061574","11.9287085716102","12.2461240001335","12.5774662257226","12.9138172563929","13.2457907576039","13.6081290847718","13.9597346789304","14.31286616104","",
"South Sudan","SSD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.509999999999999","0.509999999999999","0.519999999999998","0.539999999999996","0.529999999999997","0.529999999999997","0.560000000000005","0.570000000000004","0.590000000000002","0.560000000000005","0.580000000000003","0.590000000000002","0.580000000000003","0.619999999999998","0.629999999999997","0.639999999999996","",
"Sub-Saharan Africa","SSF","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3341934675714","9.60785051473392","9.89393194469774","10.1655888081212","10.4657626549042","10.7647449372297","11.0536353965697","11.3294398344851","11.6428551444412","11.9364340758516","12.2538961652149","12.5848738343589","12.9210861410897","13.2530035238526","13.6152699650207","13.9668526310209","14.3198682109188","",
"Small states","SST","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.3361589390384","51.1106707995828","51.9327965233612","52.6664073148305","53.4930087236726","54.2944182869922","55.1253089332384","55.9974071506832","56.7794902222638","57.5524278137548","58.2242022721118","58.7631492648416","59.2511016202241","59.7092493886141","60.1220109895543","60.4466886489838","60.8078658769511","",
"Sao Tome and Principe","STP","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.66","18.54","19.08","20.03","20.47","21.26","21.68","21.84","22.18","21.81","21.53","21.1","20.5","19.61","18.8","17.88","16.81","",
"Suriname","SUR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.89","80.72","81.56","82.25","83.17","83.77","84.44","85.08","85.67","86.24","86.89","87.41","87.87","88.33","88.83","89.26","89.61","",
"Slovak Republic","SVK","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.75","94.09","94.67","95.1","95.42","95.58","95.87","96.06","96.47","96.71","96.7","96.78","96.81","96.79","96.81","96.72","96.58","",
"Slovenia","SVN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.93","89.75","90.68","91.49","92","92.57","93.15","93.65","94.06","94.41","94.81","95.08","95.41","95.66","95.82","95.99","96.17","",
"Sweden","SWE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Eswatini","SWZ","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.24","28.72","29.98","31.63","32.96","34.57","35.93","37.26","38.78","40.01","41.57","42.82","44.49","45.73","47.15","48.52","49.7","",
"Sint Maarten (Dutch part)","SXM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.78","78.21","79.83","81.03","82.81","84.16","84.74","85.78","87","87.5","88.23","88.99","88.85","89.27","89.76","90.23","90.36","",
"Syrian Arab Republic","SYR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.18","97.53","97.79","97.99","98.23","98.37","98.57","98.56","98.71","98.76","98.85","98.9","98.91","98.99","99.02","99.05","99.02","",
"Turks and Caicos Islands","TCA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.29","3.26","3.28000000000001","3.21","3.22","3.21","3.19","3.16","3.23","3.19","3.14","3.15","3.18000000000001","3.15","3.13","3.13","3.13","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6560318927092","40.8213186795655","41.7054428316276","42.781733812701","43.6861762046561","44.8523547318576","46.2073308009468","47.3987889427918","48.7740155569659","50.0454697376013","51.3927937930843","52.5914312891498","53.8027313174403","55.0203118171296","55.9846708352756","57.0056687040778","57.9252355675357","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.2242426761633","85.2799547031282","86.2757883793655","87.1599098400109","87.997745824063","88.7807451214273","89.5516277150256","90.2113516536092","90.8703872605342","91.419222084368","91.9885263201228","92.4845082116918","92.9338808827873","93.3401939280208","93.7612403941526","94.1143471460218","94.4155127238418","",
"Togo","TGO","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.339999999999996","0.480000000000003","0.660000000000005","0.900000000000001","1.21","1.59","2.02","2.44","2.98","3.46","4.02","4.52","4.88","5.37","5.78","6.24","6.71","",
"Thailand","THA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.04","68.45","68.77","69.49","69.57","70.21","70.65","70.96","71.46","72.17","72.31","72.83","73.22","73.69","73.67","74.33","74.43","",
"Tajikistan","TJK","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.73","41.58","44.57","47.65","50.73","53.63","56.3","59.31","62.08","64.83","67.4","70.04","72.25","74.5","76.55","78.55","80.41","",
"Turkmenistan","TKM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.3","96.83","97.22","97.63","97.96","98.2","98.38","98.57","98.69","98.85","98.94","99.03","99.1","99.18","99.22","99.27","99.32","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.3482515713257","79.2860129557517","80.1514681156649","80.9755095863961","81.7237896113895","82.4586210867866","83.0810804835844","83.6384069610873","84.2306748424191","84.7569509854921","85.2007756521244","85.6493476796338","86.076968558734","86.4650485892525","86.8620599740242","86.8076395146738","87.1295978526684","",
"Timor-Leste","TLS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.27000000000001","2.41","2.54","2.69","2.96","3.12","3.37","3.56","3.89","4.09000000000001","4.54","4.77","5.21","5.67","5.98","6.53","6.92","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.3761580096156","85.1421802013841","86.8508920894641","88.0032710708431","89.2109520075981","90.290719564081","91.1216073300589","91.7798566639269","92.3499639316335","92.8629523966191","93.2868021185892","93.5651705798119","93.7766877610209","94.0722412558019","94.2841945981518","94.4066807373903","94.5654364261815","",
"Tonga","TON","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.98","49.23","50.42","51.39","52.28","53.01","53.93","54.66","55.33","56.01","56.39","56.95","57.46","57.91","58.31","58.85","59.17","",
"South Asia (IDA & IBRD)","TSA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3826392720237","21.900765159255","22.9741058928955","23.8816293595295","25.2330573132515","26.1355968286842","27.433381438794","28.5826165815423","29.6653245041743","30.4645934839456","31.9367380439227","32.9651378309596","34.1398386657338","35.2940323498334","36.3186577161763","37.4166204932695","38.5905519604674","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3341934675714","9.60785051473392","9.89393194469773","10.1655888081212","10.4657626549042","10.7647449372297","11.0536353965697","11.3294398344851","11.6428551444412","11.9364340758516","12.2538961652149","12.5848738343589","12.9210861410897","13.2530035238526","13.6152699650207","13.9668526310208","14.3198682109188","",
"Trinidad and Tobago","TTO","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.73","98.81","98.89","98.94","99","99.04","99.06","99.15","99.17","99.17","99.21","99.22","99.23","99.25","99.26","99.27","99.26","",
"Tunisia","TUN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3","94.3","95.05","95.76","96.34","96.85","97.24","97.56","97.88","98.1","98.34","98.52","98.68","98.8","98.94","99.03","99.1","",
"Turkey","TUR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tuvalu","TUV","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.63","19.77","21.18","22.68","24.25","26.09","28.19","30.48","32.98","35.3","37.7","39.98","42.29","44.58","46.54","48.5","50.42","",
"Tanzania","TZA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08","1.1","1.15","1.2","1.28","1.35","1.35999999999999","1.44","1.53","1.54","1.65999999999999","1.74","1.85","1.93","2","2.15","2.16","",
"Uganda","UGA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01","0.980000000000003","0.990000000000002","0.929999999999998","0.939999999999996","0.91","0.880000000000003","0.890000000000002","0.860000000000005","0.839999999999996","0.829999999999997","0.839999999999996","0.81","0.780000000000003","0.780000000000003","0.760000000000005","0.770000000000004","",
"Ukraine","UKR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.25","89.05","89.7","90.58","91.15","91.86","92.51","92.92","93.35","93.71","94.14","94.48","94.85","95.1","95.32","95.49","95.73","",
